legislator_id,text
72,Technology innovations -&gt; more nat gas supply in US -&gt; more jobs in places like #LA03 due to investment.
72,Speaking at @nbrnews this morning to unveil my ideas on today's "New Era of Energy Diplomacy."
72,South Louisiana is one step closer to having new VA clinics. H.R. 3521 passed 346-1. Watch my floor speech here: http://t.co/Z7tTugdyNi
72,RT @WITA_DC: @RepBoustany says the TPP will set up "high standards that will set new bars for the 21st century and help create the global s…
72,RT @usfashion: .@RepBoustany says we need "all hands on deck" to get #TPA completed. Ways &amp; Means/Senate Finance close to a package.
72,RT @CSIS: US trade &amp; the TPP event Live NOW at CSIS w/ @RepBoustany  &amp; @davereichert http://t.co/SeXihGF4wh #CSISLive http://t.co/NfuTlVt3w8
73,This year’s @March_for_Life theme is adoption. Here are 10 reasons to consider adopting a child in need: http://t.co/GXb3bHVybe #WhyWeMarch
73,Life is not a sidebar issue. It is the issue that impacts more than any other how you view other issues. http://t.co/qzaFE4SXPR #WhyWeMarch
73,My heart is with @March_for_Life today as they speak for the 56 million unborn babies denied their chance at life. #WhyWeMarch.
73,RT @AndrewCMcCarthy: #NSAspeech &amp; Obama's unserious, unbelievable presidency. My weekend @NRO column - http://t.co/pi4bu5cMa6
73,It’s been 16 months. Why are the Benghazi killers still at large? http://t.co/8Dl9ajmBBv via @weeklystandard
73,.@destinee_23 Congratulations again to both of you! Very proud of all your hard work and dedication
73,RT @destinee_23: Today during practice, @MicheleBachmann called Daizjah and I to tell us that we are officially accepted into West Point!!!…
73,Many unanswered questions remain about the President's actions during Benghazi. Watch my @Heritage interview: http://t.co/HTBF9D7Jup
73,The rules for Obamacare are rigged in government and insurance companies’ favor, not the American people’s. http://t.co/kwI3RezdAF
73,Spoke to @TeamCavuto about rigged Obamacare bailouts. It’s heads insurance companies win, tails taxpayers lose. http://t.co/KGMqP4nGzB
73,RT @JimDeMint: Snapchat is trending on the Hill today thanks to @SenRandPaul &amp; @MicheleBachmann. Glad to see conservatives taking the lead.
74,Today we celebrate Dr. Martin Luther King Jr.'s legacy and the #dream that continues to live on. #MLK
74,Do you want to know what #Congress has been up to? Watch my legislative recap: http://t.co/7l8apfslpk
74,RT @HouseForeign: Chairman @RepEdRoyce &amp; @RepGusBilirakis meet w #Greece Deputy PM/foreign minister @Evenizelos http://t.co/XiS7TYnB10
74,The House came together today to cut spending &amp; put our country’s fiscal house on a stable and secure path – all while not raising taxes.
74,PM Sharon devoted his life to the people &amp; nation of Israel, always working toward a better future. My thoughts &amp; prayers are w his family.
74,The Health Exchange Security &amp; Transparency Act will hold the Admin accountable to the American people: http://t.co/GUqqgBBWvr #Obamacare
74,RT @SBonyun: Watch @RepFredUpton @RepJoePitts @RepGusBilirakis @MarshaBlackburn @repcorygardner @SteveScalise fight 4 transparency http://t…
74,Check out @BN9's coverage of #OneHourNotificationAct - my bill to protect Americans' personal info on #Obamacare site http://t.co/csx1KnvJbT
74,Check out my op-ed in @RedAlert re: the need to bring accountability/transparency to healthcare exchange: http://t.co/VJnvHtbUFH #Obamacare
74,RT @RedAlert: Read @RepGusBilirakis' op-ed in Red Alert today: Bringing accountability and transparency to the healthcare exchange http://t…
74,Looking for #BipartisanSuccess in Congress? Look no further than @HouseCommerce last year: http://t.co/S09rIrzSX4
76,Why Chris Cillizza Rules: empirical evidence of our well-kept secret.   @thefix  http://t.co/dr8Dklcey3
76,RT @JakeOeth: Letter to the editor: @BruceBraley looks out for Iowans; Kochs for themselves http://t.co/QMf7rGoNZJ via @dmregister
76,Excited to have these CR Franklin Middle School students join me for our budget deficit workshop @KirkwoodCC http://t.co/5IC3q1cQn9
76,Renee Hardman presents my remarks in Congressional Record to Iowa trailblazer Willie Stevenson Glanton. http://t.co/Q3BBcx1ZBF
76,Thanks to everyone who joined me @KirkwoodCC in Cedar Rapids for Deficit Reduction Workshop. @ConcordC http://t.co/VRUdBcWC6G
76,Huge turnout in Black Hawk County for Dem precinct caucuses at UAW Local 838. @IowaDemocrats #288Days http://t.co/y242DBUfja
76,Listening to feedback from each table after completing budget deficit workshop. @MarshalltownCC @ConcordC http://t.co/UKBfUELB6E
76,Listening to conversation about raising age for Medicare &amp; Social Security benefits. @MarshalltownCC http://t.co/ar8j5Az4DT
76,Listening to conversation about changes to  defense &amp; non-defense discretionary spending. @MarshalltownCC http://t.co/Pb6b2Gy4bu
76,Listening to discussion about funding for NIH. @MarshalltownCC @ConcordC http://t.co/Jg7YrPVaVO
76,Listening to workshop participants at Marshalltown Budget Deficit Townhall. @MarshalltownCC @ConcordC http://t.co/JC3pb8GgGf
77,House to vote today on bill that delays flood insurance hikes for most policyholders in FL. Positive first step. More needs to be done.
77,New America Foundation reports that bulk collection of phone records by #NSA "has had no discernible impact on preventing acts of terrorism"
77,Few can argue that the country's faith in government took a beating in 2013.  Regaining the people's trust must be what #2014 is all about.
77,God bless our men and women in uniform! #MerryChristmas http://t.co/exqPUku58l
77,highest paid @EPA official defrauds taxpayers out of $900k all while masquerading as CIA Agent...reads like a Tom Clancy spy novel #OnlyinDC
77,Community forum in district on flood insurance hikes #AffordabilityStudy #Day523 #StillWaiting @fema http://t.co/uKcNtB0dkT
77,"@fema is gouging without conscience" -- great read by @romano_tbtimes http://t.co/upePjEHOmd
77,This nonstop flight to our nation's capital is good for the airport and great for our community… http://t.co/Ma42rFDKHj
77,A date which will live in infamy #PearlHarbor http://t.co/wJPSvqNzdl
77,Hundreds of thousands of Floridians and millions more nationwide are being walloped by devastating flood... http://t.co/HhRxFyMcr9
77,Day 518 and @fema has yet to deliver an affordability study to Congress.  Law states "not later than 270 days of enactment" #FloodInsurance
78,Thanks to Sheridan’s Coffeen Elementary for hosting me this morning—easy to see why you’re a Blue Ribbon school. http://t.co/bMTrXcSGFm
78,Congrats to @Georgetown University on your 225 years of excellence.
78,RT @foxnewspolitics: Colluding to 'kill' Keystone? Emails show cozy relationship between EPA, environmental groups http://t.co/6wJ4ktMNwx
78,RT @jhradionews: New post: US Senator Barrasso Says ESA Needs Revision http://t.co/AR0WUbqwwJ
78,Thanks to the Weston County Senior Center for hosting me at lunch today—was great talking with all of you. http://t.co/D4GWbMX36D
78,Great to visit with #Wyoming students from Gillette's Prairie Wind Elementary School this morning. http://t.co/hhtVmftmQE
78,RT @SenOrrinHatch: Proud to cosponsor @SenJohnBarrasso's amendment to restore PILT program funding. Important for Utah &amp; all public lands s…
78,When #EPA wipes out jobs in coal communities, they drive up electricity costs and create poverty, period. http://t.co/k7PQFfJ8Mx
78,Highlighted how excessive #EPA regs crush jobs &amp; increase poverty in #coal country at today’s EPW hearing http://t.co/k7PQFfJ8Mx
78,“Not looking good’: Coal workers see future dim amid regulation.” Via @FOXNews http://t.co/g8lGtdYbFf #WarOnCoal
78,#PILT is a fair way to make sure states like Wyoming have the resources they would have if they had control over more of their land.
79,RT @SenTedCruz The IRS should not be targeting the political free speech of American citizens. Retweet if you agree!
79,It is my pleasure 2 announce my nominations 2 the US Service Academies 4 2014. RT 2 congratulate these young scholars!http://t.co/R5f1XEL7bZ
79,I'll be on News Talk 1340 WGAU w/ @MarthaZoller and Tim Bryant this AM. Tune in at 8:15 --&gt; or listen live online http://t.co/FbMXpuNrbQ
79,Honored to have spoken at the @GRTL rally today and taken a stand for life. #prolife #personhood #gmfl2014 http://t.co/N6gNNVLLL4
79,Today is sadly the 41st anniv. of Roe v. Wade. Join me in remembering the 50+ million innocent lives lost to #whywemarch #prolife
79,Resolved: Obamacare Is Now Beyond Rescue http://t.co/9dscpMaQj4 via @BloombergView
79,With only 2.2 mill enrolled in Obamacare, this law is costing a fortune &amp; still leaving majority w/o healthcare  http://t.co/ZurBJIDSKi
79,ICYMI: Sunday's edition of the Augusta Chronicle contains my op-ed about my oversight visit to the Augusta VAMC ---&gt; http://t.co/xjAx8iAM1x
79,About 30 minutes until we get started at our town hall meeting in Dacula. Join us if you can! http://t.co/FWMbauZySw
79,Please join me in remembering the great civil rights activist, Dr. Martin Luther King Jr. http://t.co/x4Dg6oH3Gx
79,RT @freedomsfool: ✔ @RepPaulBrounMD voted against the #Omnibus spending bill &amp; $45 Billions in additional spending #MakeDCListen #StopTheSp…
82,@ChrisMurphyCT speculation.
82,Congrats on new office 4 AK VA Women Vets. More info about support services at Sinnamon.Bovey@va.gov or 907-257-4737 http://t.co/GeSyuU5bu6
82,RT@IAVAPressRoom: Press Release: IAVA Praises @SenatorBegich  for Continued Efforts to #EndtheVABacklog: http://t.co/FTbx3oc1pz
82,RT@maziehirono:Mahalo @ToysForTots_USA &amp;@USMC for bringing keiki holiday joy.Nice to join @SenatorBegich @PattyMurray http://t.co/yRkC3aALLV
82,Today the world grieves the loss of Nelson Mandela. His vision&amp;passion for peace&amp;forgiveness will never be forgotten. May he rest in peace.
82,MT@CantwellPress: Cantwell, Sen. Begich check out freezer longliner fishing vessel @Fishermen’s Terminal in Seattle http://t.co/WrF5ihPyjA
82,Spenard won't be the same w/out La Mex MT @LaMexAlaska:Hola Amigos.Please give this a read. #Lamex #Spenard #Closing http://t.co/OCuCTBZkxQ
82,Hoping students and driver are well and safe after school bus accident in the valley. Stay safe on the roads today #Alaska
82,My new bill creates more choices&amp;lower premiums by creating a "copper plan" option under new hc law. Read more here: http://t.co/EvFBTl2I1D
82,RT @Readygov:It's Native Amer. Heritage Month.See preparedness info for your tribal community: http://t.co/cUiQitxdM6 http://t.co/BSX8sO0xi0
82,About to kick off @CNN Newsroom to continue discussion on my healthcare fix. Glad President has realized we need change
84,.@PattyMurray #ThrowbackThursday #SB48 http://t.co/4SDugA8HJy
84,.@PattyMurray How hard can it be to say "100% chance of rain" everyday? #COhas300daysofsunshine
84,.@PattyMurray A Superbowl Indicator for the economy? Any TV stations in WA need a meteorologist? I hear Punxsutawney Phil needs work.
84,RT @PattyMurray: Facts are facts, @SenBennetCO: a @Seahawks win is good for #America. -PM #SB48 #12thMan @Broncos http://t.co/kBIvV0HKYP
84,It's great to work with you on CO serves Izzy RT @izzy187 CO Serves presentation to @SenBennetCO Veterans working group in CO Springs today.
84,RT @MarkUdall: Proud to have worked w/ @SenBennetCO + @RepDLamborn to secure new #veterans cemetery for southern #CO vets: http://t.co/cMOw…
84,RT @RepDLamborn: Thanks to @markudall &amp; @SenBennetCO for their help on this issue of great importance to veterans and their families
http:…
84,Great news. @DeptVetAffairs purchased land for a Natl Veterans Cemetery in Southern CO. Will serve 100,000 area vets &amp; families. #copolitics
84,.@PattyMurray Unfortunately for RSherman_25, there are no 'sorry receivers' on the @Broncos. #sb48 #sorrynotsorry
84,RT @PattyMurray: While it might not reach @RSherman_25 levels, looking fwd to some friendly trash talk w/ @SenBennetCO over the next week. …
84,Congrats to the @Broncos ! #superbowl
85,Gail and I were honored to help out at the Pine Street Inn in Boston this morning. Happy Thanksgiving, everyone! http://t.co/RyZdElOQ
85,#MASandy Find loved ones or share location w family via #RedCross http://t.co/5DnjQPnB
85,Just briefed by #MEMA on hurricane #Sandy. Link for information. #MASandy http://t.co/6hS6NciF
85,Sept. is World Alzheimer’s Month. Thanks to all in MA who work to raise awareness and help affected people and their families #EndAlz
85,New Bedford again named top dollar port in America. Congratulations to all of the hard working fishermen who made this happen.
85,Sept. is Ovarian Cancer Awareness Month, visit http://t.co/EveZ0dNS to learn about the disease/how to help affected women in MA and the US
85,There is no justification for the cowardly acts of violence that took the lives of four Americans in Libya: http://t.co/sIHMgvXo
85,We will never forget the tragedy of #September11th Today, we stand proudly as Americans first. http://t.co/CijM3RNZ
85,Proud to join Judge Tim Hillman for his swearing in ceremony in Worcester today. Congratulations to him and his family.
85,My D.C. and Boston offices are seeking students and recent grads for fall internships. Please visit for more info: http://t.co/G7qBja4l
85,Hey, Greenfield! Come speak your mind with Nick Powers of my staff. Greenfield Town Hall, 2nd Floor Meeting Room, Wed. August 29, 10am-12pm.
86,Common sense prevailed and firehouses won’t have to shut their doors.
86,RT @RepLoBiondo: Applaud joint efforts w/ @RepLouBarletta &amp; others to ensure "volunteer" stays volunteer for our local firefighters under #…
86,Pleased to cosponsor this bill, to protect folks from identity thieves whose exposure is under Obamacare.  http://t.co/i2SN95yHoO
86,I'll be leading colleagues on House floor at about 5:30pm talking about firefighters &amp; the ACA.  Tune in! http://t.co/1b0w04boAX
86,RT @KeithRothfus: #Obamacare could threaten vol fire depts. I’m a co-sponsor on @RepLouBarletta’s bill to fix the problem. Read more: http:…
86,RT @RepJonRunyan: .@RepLouBarletta and I introduced bill to exempt volunteer firefighters/ EMT’s from employer mandate in #Obamacare https:…
86,RT @RepLoBiondo: Joined @RepLouBarletta's bill to protect volunteer firefighters from negative effects of #Obamacare. Watch here: http://t.…
86,@SenToomey Thank you for your leadership and help on this issue, Senator.  So important to protect vol. firefighters from #Obamacare.
86,RT @SenToomey: #Obamacare puts our volunteer firefighters on the hook http://t.co/9iT5oq1yT2. @RepLouBarletta &amp; I are working hard to chang…
86,@GretchenCarlson @mcfdtony My pleasure, Gretchen. Thank you. Looking forward to the next time on your show.  And nice job, Chief!
86,Holding press conf. at 2:00pm today about #Obamacare and volunteer firefighters w co-sponsors of my bill to fix problem. Studio B in HVC.
87,I welcome the election of Catherine Samba-Panza as the Transitional President in the C.A.R. Full statement here. http://t.co/6ZdS4iAHa1
87,Congrats to California's next Speaker @toniatkins! Looking forward to working with you to keep California Golden. http://t.co/0CvoPzdYIa
87,With Sen. Barbara Boxer and Trans. Sec. Anthony Foxx to break ground on the Crenshaw/LAX line. Now time to ensure these jobs stay local.
87,This #MLKDay, I joined @TheMLKIII &amp; @TheRevAl to reflect on the legacy of Dr. Martin Luther King Jr. Watch here: http://t.co/i4gvtWjy26
87,Honored to appear with @TheMLKIII on @PoliticsNation to discuss the legacy of #MLK &amp; continuing his work. Tune in today at 3:40 PM PT.
87,Wishing @FLOTUS a happy 50th birthday today!
87,Glad @latimes endorsed the Local Hire Act, my bill to help @LosAngelesMetro keep LA tax dollars in the LA economy: http://t.co/9V0tHcQ8F2
87,I join @HouseDemocrats in calling on House Republicans to allow a vote to #RenewUI &amp; help struggling Americans still searching for work.
87,With Upcoming Discussion on Limiting Abortion Rights, the Personal Is Political http://t.co/WSkElwuvN5 via @HuffPostPol
87,Getting ready to speak on the @HouseFloor about the #WarOnPoverty50th anniversary. Watch live here: http://t.co/nHZegxRswo
87,@Pontifex sends an important health message that breast feeding is something that should be encouraged, not shunned: http://t.co/oOtpjlD3Q9
88,RT @Right_to_Life: Gaylord RTL and Gaylord Teens for Life left yesterday for the #MarchForLife #whymemarch http://t.co/CtnjM972hW
88,RT @Pontifex: I join the March for Life in Washington with my prayers. May God help us respect all life, especially the most vulnerable
88,Inviting N. Michigan March for Lifers to stop by our office and warm up this afternoon! 514 Cannon Building. #whywemarch #prolife
88,Check out our joint column with @RepHuizenga and @RepWalberg on helping Michigan farmers -http://t.co/rJrEjdytPd
88,RT @wluctv6: Dan Benishek talks jobs as election year looms. http://t.co/nahcNPi0Z1 #TV6News
88,Always enjoy hearing the work people are doing throughout Northern Michigan to help each other out. What's your story?http://t.co/QiAPsvVVpV
88,Victims tell us that only by removing sexual assault cases from military chain of command will they have a fair shot at justice. #passMJIA
88,The Military Justice Improvement Act would give victims of sexual assault in the military a fair shot at the justice they deserve. #passMJIA
88,This doctor won't stop fighting to dismantle #Obamacare My column in @DailyPressMI:  http://t.co/grGVcmwRiP
88,Rising costs, lost coverage, a website that doesn’t work...Share your Obamacare story here: http://t.co/d9dEsTEZYZ
88,Obamacare website still not working &amp; these are the guys who are going to be running our health care system!?!http://t.co/UVvQkI9HIX
90,Excited that my friend @cathymcmorris will deliver the #GOP address following #SOTU! Watch her story here --&gt; http://t.co/YvcE2q54l9
90,My Statement on President's Budget Delay --&gt; http://t.co/wMbjH88UZO
90,.@dcexaminer: Moody's slashes outlook on insurers, cites #Obamacare "uncertainty" http://t.co/wd7v1Zynn5 #TrainWreck
90,Great visit yesterday to @LifeCareCenters of Sparta. Thx for taking such good care of our seniors in White County! http://t.co/bmapIHNHj4
90,1 yr ago today @HillaryClinton asked “What difference does it make?” re: #Benghazi. The truth matters &amp; we won't relent in pursuit of facts.
90,#Obamacare a top worry for midsized companies in 2014, poll shows http://t.co/rOuBcRIyJ4
90,So encouraged by the turnout of #TN06 students at @March_for_Life! Here’s a group from @JPII_KNIGHTS in H'ville: http://t.co/RSF0RTc36L
90,Today is sadly the 41st anniv. of Roe v. Wade. Join me in remembering the 50+ million innocent lives lost to #abortion #whywemarch #prolife
90,RT @Pontifex: I join the March for Life in Washington with my prayers. May God help us respect all life, especially the most vulnerable
90,Friends, hope you’ll read my @FoxNews op-ed on 41st anniversary of #RoeVWade &amp; RT if you are #prolife http://t.co/f3I7FKEVAI
90,Obama Executive Order to ‘Cut Red Tape’ Has Added $10.2 Billion in Costs to Economy, via @FreeBeacon http://t.co/P01IRb1ekv
91,About to go live with @DanMorrisShow to discuss last night’s vote. Hope you listen in!
91,Omnibus bill piles hundreds of billions on a bad debt situation while taking no consequential corrective action http://t.co/4DWZvZ1876
91,Discussing my immigration letter to the President with @TeamCavuto tonight. Tune in to Fox Business around 7:25 PM CST to watch!
91,My letter to the President makes it clear: The White House backed Senate Immigration bill ultimately hurts US workers http://t.co/WLyjOfKCYw
91,Appreciative of @Boeing support and excited to hear of Huntsville’s research facility selection bringing 300-400 new jobs to North Alabama!
91,Today SST passed H.R. 3625, with bipartisan support, to free up $589 million for key NASA programs. http://t.co/7kC6GBEu2H
91,Live now with @SteveMTalk - discussing the security risks of #HealthCare.Gov. http://t.co/a3v1CtL9HG
91,Americans should avoid the ObamaCare website, in any way, shape or form until its cyber-security risks are fixed http://t.co/kIswWH8Cu3
91,This week I introduced H.R. 3625 to protect funding for key NASA programs: SLS, Orion, and ISS: http://t.co/XFdADieD7g
91,Busy day for our first responders in North Alabama – we are all thankful for your efforts to ensure our safety today and every day.
91,Proud to host #AMRDEC’s Dr. Lewis at @HouseArmyAvi. Thanks for your dedication to #ArmyAviation http://t.co/1K5XFNAizB
92,On Monday, I was given the opportunity to meet with some fire chiefs and members of volunteer fire… http://t.co/iI2fTrNyeE
92,I enjoyed discussing education issues with Perry Central School Corporation Superintendent Mary… http://t.co/pAuQLweC2D
92,Today, I joined Andy Stadler, Mayor Bennett, and several community leaders for the grand opening of… http://t.co/PK960efCvC
92,.@GovPenceIN enjoyed it!
92,RT @GovPenceIN: Enjoyed sitting down with @RepLarryBucshon in the #Statehouse today for a productive mtg re: serving Hoosiers http://t.co/C…
92,We had a good conversation on how state &amp; federal officials can work together to improve our transportation infrastructure.
92,Had a great chat with my good friend @GovPenceIN this afternoon. http://t.co/0UHjULLylL
92,"The Young and the ObamaCare-less" http://t.co/IdikQv5FtD
92,RT @AmericasPower: Continued economic growth requires continued use of fossil fuels #ReliableEnergy http://t.co/S74yuPeHUM
92,RT @ToddRokita: RT @fenderpender: Candlelight vigil tonight at 8 p.m. On the steps of Hovde/engineering fountain.  Please be there to suppo…
92,Our thoughts and prayers are with the victim's family and entire Purdue community after hearing the news of this tragic shooting.
94,Thrilled to join in celebration of new partnership between Yazreel Valley College of Israel &amp; @USJCT today http://t.co/gamp3cjO6m
94,Humor, sorrow, joy in celebrating the great life of Michael Seri in #Danbury at St. Joseph Church
94,Highly informative Aging Committee field hearing in #Hartford today. Need to protect #Medicare seniors from abuse has never been more clear.
94,Today we mark the 41st anniversary of #RoevWade. Yet the fight continues. Politicians shouldn't stand between a woman and her doctor.
94,Exciting conversation w/ #CT startups &amp; @ChrisMurphyCT this AM about bill to boost innovation &amp; new investment at #NewHaven's The Grove
94,Thrilled to spotlight successes for @SikorskyAircrft  and #CT defense industry in new spending bill with @ChrisMurphyCT &amp; @rosadelauro
94,Special eloquence and grace celebrating greatness of #MLK with Concerned Black Clergy Council of #Waterbury and @ChrisMurphyCT
94,Wonderful celebration of faith, freedom and equality at Interdenominational Ministerial Alliance #MLK program in #Windsor today
94,Powerful beautiful songs and speeches in tribute to #MLK at @CT_CHRO celebration in #Hartford http://t.co/0lEBosUdGG
94,Beautiful sea of red outfits and smiling spirited friends @dsthartford's annual breakfast honoring #MLK's historic accomplishments
94,Wonderful to start the day with #MLK Annual Scholarship breakfast in #Meriden http://t.co/HAstqvS38q
97,MT @cathymcmorris: Tremendously honored to share our Republican vision for America after the #SOTU on Tuesday! http://t.co/LnV2Wczudg
97,Enjoyed touring Innovative Engineering Solutions in Murrieta yesterday. Our local small businesses do exciting work! http://t.co/nCxT21poNi
97,House Speaker Boehner Joining Effort For California Drought Relief http://t.co/hsBZswkDD9
97,Dan Walters: Perhaps Brown’s tax hike wasn’t needed after all http://t.co/tBde3DaMv0
97,Proud to have the ACCESS Act included! MT @CACALA Thanks to @fhdaily for posting our 2014 Legal Reform Wish List! http://t.co/1EB7iVsTyx
97,Today, I had the pleasure of touring Cryoquip in Murrieta. They manufacture products that are exported globaly. http://t.co/1gHJKREuCn
97,RT @Interior: Today we honor the life and legacy of Dr. Martin Luther King, Jr. #MLK http://t.co/l0lZfbz9ya
97,RT @NASA: NASA center renamed. @NASADryden is now Neil A. Armstrong Flight Research Center. http://t.co/RgNp02YJB9   http://t.co/yTdLSlg6v9
97,RT @SpeakerBoehner: More from our blog on how #ObamaCare is a drag on #smallbiz #jobs across the country --&gt; http://t.co/HSi0BltWYf
97,It’s time to stop “punting” on the Keystone pipeline and approve this overdue job creation project http://t.co/6itwzO5fAB
97,Americans continue to be frustrated with this stagnant economy http://t.co/owVxkKWPP4 http://t.co/T9dZeSgz3s
98,RT @WaysandMeansGOP: Target will no longer offer health insurance to part-time employees. Next Tues we will discuss the impact #ObamaCare i…
98,Stopped by Rec Boat Holdings to talk about the negative impact #AsianCarp would have on MI boating &amp; fishing  http://t.co/XwbjYgVa1X
98,Check out my guest column w/ AG Schuette on @MLive on the need to stop #AsianCarp &amp; protect the #GreatLakes http://t.co/g20SmwtH4k
98,A new GVSU study found #ObamaCare cost West Michigan 1,000 jobs &amp; slowed economic growth http://t.co/3r71ctH9E5
98,The American ppl deserve to know what is really going on w/ #ObamaCare, Admin should willingly provide data http://t.co/ZdtjRDMjSN
98,Trade supports 1.1 million jobs in #puremichigan, #TPA4USJobs will create jobs &amp; open US markets http://t.co/myryQaVsGI
98,Introduced legislation to block proposed #IRS regulations that stifle rights of #TeaParty groups http://t.co/FPhTEBkeAG
98,RT @FixOurTaxCode: Tax code is taking $ from hardworking taxpayers &amp; giving it to special interests, visit http://t.co/yipL7x5g5K &amp; find ou…
98,VIDEO – raise wages &amp; reduce the size of the code by 25% - we can do that &amp; grow the economy. Visit http://t.co/m4h26Yv8Lf #CutTheCode
98,RT @WaysandMeansGOP: #FF to our newest Member of the House of Representatives @RepByrne
98,Camp announces Fourth District nominations to military academies, honored to support their ambitions of service http://t.co/lgykkwhXyo
100,Sen. Cantwell congratulates a young #SaveBristolBay supporter with a great sign: 'Fight 4 the Fish' http://t.co/q4IeQrsyCT
100,RT @GrahamKIRO7: Seattle fishermen gathered to protest proposed Pebble Mine in Bristol Bay, Alaska http://t.co/0zKzbgK1di
100,RT @brett_veerhusen: What a rally!! 200 fishermen and seafood industry came to Fishermen's Terminal w/ @CantwellPress to stop Pebble http:/…
100,PIC: Cantwell stands with Bristol Bay fishermen to say no to a Pebble Mine endangering their jobs. #SaveBristolBay http://t.co/gtQ7jccZPJ
100,RELEASE: Cantwell, Fishermen to Obama: Protect Bristol Bay Salmon from Mining Pollution http://t.co/aDt7cRxUxz
100,HAPPENING NOW: Cantwell &amp; @TomDouglasCo hold a Seattle rally with fishermen calling for action to #SaveBristolBay &amp; protect WA jobs.
100,The #12thMan has arrived in Cantwell’s DC office to support the @Seahawks in the #SuperBowl! #Louder #GoHawks http://t.co/ffxrmFoGY1
100,RT @enriquecerna: Joni Balter and I taped with Senators Murray and Cantwell for KCTS special airing in Feb. Thx Senators! http://t.co/MJeOZ…
100,Cantwell statement on #MLKDay: “85 years after his birth, Dr. King’s vision endures and his dream lives on.” http://t.co/z0oN7Uj61o
100,NYC, get ready for the #12thMan! Congrats to the @Seahawks on winning the #NFCChampionship. #SuperBowl #GoHawks
100,.@seattlepi #BristolBay story: ‘Cantwell has opposed the project and urged EPA to stand behind its scientists.’ http://t.co/NL8VcnyVtK
101,Today was a #snowday for many in #MD but not for 1st responders, @USPS &amp; others. Shoveling our walk is a small way to say thanks. #MDSnow
101,Here's one from #baltimore. Do you have a #MDSnow picture share it here. http://t.co/94XzGxIcht
101,#MLK would be pleased w/ the progress we have made but he would not be satisfied. Thankfully his message still resonates &amp; inspires so many.
101,Though today is a natl holiday it's hardly a day of rest. On #MLKDay &amp; beyond we recommit to making his #dream a reality for all.
101,RT @WAJournal: Visiting US &amp; accessing our financial system are privileges &amp; shouldn't go to #humanrights violators @SenatorCardin http://t…
101,Kudos @SenatorBarb for guiding #omnibus over the finish line. Protecting #middleclass  #federalworkers #environment &amp; #Maryland priorities
101,Fighting against #humanrights abuses globally @SenJohnMcCain @SenCarlLevin @SenatorWicker @MarkeyMemo http://t.co/yBXJtyIY5A #magnitsky
101,Working to hold #humanrights abusers accountable @SenJohnMcCain @SenatorDurbin @SenBlumenthal @SenatorShaheen http://t.co/yBXJtyIY5A
101,Working to ensure #humanrights abusers do not enjoy the privilege of visiting the US or access to US$ @JohnMcCain http://t.co/yBXJtyIY5A
101,RT @Earthjustice: At #EPW committee @SenatorCardin says: “We should adopt an energy policy that will…also help our environmental future” #A…
101,RT @CleanAirMoms: "The science is clear." -@SenatorCardin http://t.co/YrxhEWiHju @EPWChairBoxer #ActOnClimate
102,Here's why millions of Americans are better off with the Affordable Care Act #GetCovered http://t.co/2oMuMI439s
102,Thanks to @ChrisCoons for remembering my birthday at @TheGreenTurtle in Dover http://t.co/JETQLMiBHA
102,Good line! “@SenCoonsOffice: "A turtle only moves forward when it sticks its neck out" Sen. Coons visits new owners of @thegreeneturtle.
102,Come join @ChrisCoons and I at a #job fair today in #Dover from 10-2 at DTCC http://t.co/MI1WJtWKgX
102,Casinos upping the ante!  RT @senatehsgac: Will you be paying for your next stay in Vegas with #Bitcoin? http://t.co/BN95fq8b23
102,Be safe! RT @WDDE911: State of Emergency, driving restriction lifted in #Delaware - http://t.co/NaaCgul0Gk #NetDE #snowDE #stormDE
102,.@RedCross offers 10 Steps to Stay Safe During the Latest Deep Freeze http://t.co/WQYPU283te #WinterStormJanus #netde
102,RT @DHSgov: For information on what to do before, during &amp; after a #winterstorm, #follow @readygov &amp; @fema or visit http://t.co/tOOdqZ2rnC
102,Feel the rhythm! Feel the rhyme! Get on up, it's #virtualcurrency time for the Jamaican bobsled team. Read more: http://t.co/rpwY5Rwf8O
102,Today I'm honoring #MLK in a day of service. Find out how you can honor #DrKing here: http://t.co/7weRYclK3X http://t.co/RpOprkkso9
102,In part 2 of 2 I talked to Content Delaware's John Taylor on the economic recovery: http://t.co/SNDJlHDiFP #netDE
105,RT @johnboehner: Looking forward to my appearance on @jayleno’s #TonightShow. Tune in! http://t.co/myCXatciui
105,MT @SpeakerBoehner: Meet @CathyMcMorris. She'll be delivering the #GOP Address to the Nation following #SOTU. VIDEO: http://t.co/lqwK6tC4fZ
105,@setonhs Great being with you yesterday Seton! Thank you for participating in the march! #marchforlife http://t.co/QXLrJBqfBw
105,Thanks to all those Americans who participated in this year's #MarchforLife. It was honor being with you! #roevwade http://t.co/tj30JjES7E
105,@ohiolife @March_for_Life It was great being with you!
105,RT @ohiolife: Wonderful @March_for_Life reception with @RepSteveChabot! Thank you for your strong #prolife resolve. http://t.co/fN27bTEPoO
105,MT @GOPLeader: I am proud to announce that next week, the House will vote once &amp; for all 2 end taxpayer funding for abortions. #MarchForLife
105,@RepRickCrawford Happy birthday Rick!
105,@AAUWPolicy @AAUW Thanks for the birthday wishes!
